content_id,publish_at,section_id,content_type,is_paywalled,word_cnt,author_primary_id,headline_len,has_number_in_headline,is_sponsored
cnt_20241004_006,2024-10-04 12:17:00,sec_pod,podcast,False,5806,stf_0357,8,False,False
cnt_20241004_007,2024-10-04 10:54:00,sec_pod,podcast,False,6504,stf_0235,15,False,False
cnt_20241004_008,2024-10-04 13:39:00,sec_intl,news,False,749,stf_0100,19,True,False
cnt_20241004_009,2024-10-04 13:31:00,sec_life,news,False,917,stf_0328,17,False,False
cnt_20241004_010,2024-10-04 17:45:00,sec_event,news,False,765,stf_0391,17,False,False
cnt_20241004_011,2024-10-04 19:29:00,sec_pol,news,False,971,stf_0026,15,True,False
cnt_20241004_012,2024-10-04 13:42:00,sec_edu,news,False,898,stf_0023,23,False,False
cnt_20241004_013,2024-10-04 07:19:00,sec_tech,feature,True,1961,stf_0145,21,False,False
cnt_20241004_014,2024-10-04 10:26:00,sec_intl,news,False,379,stf_0032,14,False,False
cnt_20241004_015,2024-10-04 18:13:00,sec_tech,news,True,807,stf_0399,20,False,False
cnt_20241004_016,2024-10-04 15:17:00,sec_ent,news,False,513,stf_0459,17,False,False
cnt_20241004_017,2024-10-04 09:50:00,sec_brand,news,False,842,stf_0329,16,False,False
cnt_20241004_018,2024-10-04 21:31:00,sec_vid,video,False,755,stf_0036,14,False,False
cnt_20241004_019,2024-10-04 18:04:00,sec_event,feature,False,4887,stf_0391,22,True,False
cnt_20241004_020,2024-10-04 16:39:00,sec_pol,feature,False,3396,stf_0470,15,False,False
cnt_20241004_021,2024-10-04 10:51:00,sec_pol,news,False,1181,stf_0393,19,False,False
cnt_20241004_022,2024-10-04 17:00:00,sec_ent,news,False,669,stf_0118,15,False,False
cnt_20241004_023,2024-10-04 08:01:00,sec_intl,news,False,708,stf_0032,13,False,False
cnt_20241004_024,2024-10-04 07:41:00,sec_pol,feature,False,3471,stf_0081,10,False,False
cnt_20241004_025,2024-10-04 19:32:00,sec_edu,news,False,743,stf_0084,14,False,False
cnt_20241004_026,2024-10-04 12:01:00,sec_intl,news,False,648,stf_0159,11,True,False
cnt_20241004_027,2024-10-04 07:23:00,sec_sport,news,False,994,stf_0233,8,False,False
cnt_20241004_028,2024-10-04 07:27:00,sec_pod,podcast,False,8494,stf_0466,15,False,False
cnt_20241004_029,2024-10-04 12:58:00,sec_fin,feature,True,4280,stf_0166,20,False,False
cnt_20241004_030,2024-10-04 10:24:00,sec_opin,news,False,797,stf_0465,8,False,False
cnt_20241004_031,2024-10-04 09:08:00,sec_pol,news,False,770,stf_0272,10,False,False
cnt_20241004_032,2024-10-04 15:05:00,sec_life,news,False,1100,stf_0202,15,True,False
cnt_20241004_033,2024-10-04 14:39:00,sec_opin,feature,False,2271,stf_0310,21,True,False
cnt_20241004_034,2024-10-04 16:41:00,sec_brand,feature,False,2812,stf_0258,8,False,False
cnt_20241004_035,2024-10-04 08:52:00,sec_pol,news,False,778,stf_0131,19,False,False
cnt_20241004_036,2024-10-04 11:24:00,sec_event,news,False,826,stf_0315,11,False,False
cnt_20241004_037,2024-10-04 14:46:00,sec_opin,news,False,568,stf_0282,11,True,False
cnt_20241004_038,2024-10-04 10:35:00,sec_ent,news,False,890,stf_0059,16,False,False
cnt_20241004_039,2024-10-04 18:52:00,sec_vid,video,False,827,stf_0408,12,True,False
cnt_20241004_040,2024-10-04 14:56:00,sec_life,news,False,664,stf_0185,19,True,False
cnt_20241004_041,2024-10-04 15:08:00,sec_shop,news,False,810,stf_0142,14,False,False
cnt_20241004_042,2024-10-04 19:54:00,sec_vid,video,False,692,stf_0224,16,True,False
cnt_20241004_043,2024-10-04 12:48:00,sec_vid,news,False,995,stf_0088,8,False,False
cnt_20241004_044,2024-10-04 14:30:00,sec_vid,news,False,947,stf_0433,15,False,False
cnt_20241004_045,2024-10-04 16:31:00,sec_pod,podcast,False,6190,stf_0129,14,True,False
cnt_20241004_046,2024-10-04 12:29:00,sec_env,news,True,570,stf_0209,14,False,False
cnt_20241004_047,2024-10-04 20:29:00,sec_vid,video,False,664,stf_0423,18,True,False
cnt_20241004_048,2024-10-04 08:36:00,sec_brand,feature,True,1777,stf_0375,11,False,False
cnt_20241004_049,2024-10-04 20:27:00,sec_vid,video,False,977,stf_0001,8,False,False
cnt_20241004_050,2024-10-04 17:02:00,sec_deep,news,True,523,stf_0437,22,True,False
cnt_20241004_051,2024-10-04 12:49:00,sec_shop,news,False,458,stf_0458,13,False,False
cnt_20241004_052,2024-10-04 08:54:00,sec_opin,news,False,609,stf_0310,17,False,False
cnt_20241004_053,2024-10-04 18:16:00,sec_vid,video,False,1046,stf_0106,12,True,False
cnt_20241004_054,2024-10-04 15:22:00,sec_pod,podcast,False,6516,stf_0401,18,True,False
cnt_20241004_055,2024-10-04 19:08:00,sec_vid,news,False,403,stf_0321,17,False,False
cnt_20241004_056,2024-10-04 16:29:00,sec_pod,news,False,663,stf_0238,18,False,False
cnt_20241004_057,2024-10-04 07:53:00,sec_edu,news,False,515,stf_0110,13,False,False
cnt_20241004_058,2024-10-04 11:40:00,sec_event,feature,True,5308,stf_0090,16,False,False
cnt_20241004_059,2024-10-04 19:13:00,sec_pod,podcast,False,5882,stf_0238,18,False,False
cnt_20241005_001,2024-10-05 10:53:00,sec_env,news,True,664,stf_0264,20,False,False
cnt_20241005_002,2024-10-05 12:45:00,sec_ent,news,False,932,stf_0058,17,False,False
cnt_20241005_003,2024-10-05 07:40:00,sec_sport,news,False,909,stf_0330,13,False,False
cnt_20241005_004,2024-10-05 16:59:00,sec_edu,news,False,439,stf_0191,12,False,False
cnt_20241005_005,2024-10-05 17:31:00,sec_pod,podcast,False,4434,stf_0426,10,False,False
cnt_20241005_006,2024-10-05 11:46:00,sec_pod,podcast,False,5481,stf_0273,8,False,False
cnt_20241005_007,2024-10-05 20:21:00,sec_vid,video,False,1113,stf_0165,13,False,False
cnt_20241005_008,2024-10-05 11:26:00,sec_event,news,False,932,stf_0385,14,False,False
cnt_20241005_009,2024-10-05 17:46:00,sec_short,news,False,507,stf_0402,17,False,False
cnt_20241005_010,2024-10-05 08:51:00,sec_pod,news,False,994,stf_0094,17,False,False
cnt_20241005_011,2024-10-05 13:48:00,sec_ent,news,False,390,stf_0204,16,False,False
cnt_20241005_012,2024-10-05 20:36:00,sec_vid,video,False,604,stf_0224,12,False,False
cnt_20241005_013,2024-10-05 15:27:00,sec_short,news,False,635,stf_0308,17,True,False
cnt_20241005_014,2024-10-05 18:47:00,sec_vid,video,False,671,stf_0478,14,False,False
cnt_20241005_015,2024-10-05 14:48:00,sec_edu,news,False,804,stf_0171,11,True,False
cnt_20241005_016,2024-10-05 19:13:00,sec_sport,news,False,578,stf_0225,17,False,False
cnt_20241005_017,2024-10-05 15:14:00,sec_shop,news,False,924,stf_0158,15,False,False
cnt_20241005_018,2024-10-05 14:33:00,sec_pod,podcast,False,5631,stf_0227,15,False,False
cnt_20241005_019,2024-10-05 18:03:00,sec_brand,news,False,756,stf_0299,8,False,False
cnt_20241005_020,2024-10-05 18:04:00,sec_env,news,True,1019,stf_0057,14,False,False
cnt_20241005_021,2024-10-05 08:24:00,sec_env,news,True,1159,stf_0395,12,False,False
cnt_20241005_022,2024-10-05 16:55:00,sec_opin,feature,True,4107,stf_0037,20,False,False
cnt_20241005_023,2024-10-05 09:35:00,sec_pod,news,False,952,stf_0466,13,False,False
cnt_20241005_024,2024-10-05 15:21:00,sec_ent,news,False,892,stf_0362,14,False,False
cnt_20241005_025,2024-10-05 18:47:00,sec_vid,video,False,1396,stf_0068,16,False,False
cnt_20241005_026,2024-10-05 07:11:00,sec_shop,feature,True,3101,stf_0158,16,False,False
cnt_20241005_027,2024-10-05 08:01:00,sec_soc,news,False,870,stf_0012,12,False,False
cnt_20241005_028,2024-10-05 14:11:00,sec_brand,news,False,413,stf_0429,22,True,False
cnt_20241005_029,2024-10-05 22:55:00,sec_vid,video,False,1444,stf_0214,12,True,False
cnt_20241005_030,2024-10-05 16:54:00,sec_opin,news,False,600,stf_0184,16,False,False
cnt_20241006_001,2024-10-06 17:44:00,sec_tech,news,True,519,stf_0218,16,True,False
cnt_20241006_002,2024-10-06 09:00:00,sec_pod,podcast,False,5851,stf_0466,17,False,False
cnt_20241006_003,2024-10-06 07:24:00,sec_pol,news,False,304,stf_0131,16,False,False
cnt_20241006_004,2024-10-06 19:37:00,sec_shop,news,False,475,stf_0277,16,False,False
cnt_20241006_005,2024-10-06 22:51:00,sec_vid,video,False,825,stf_0165,19,True,False
cnt_20241006_006,2024-10-06 18:53:00,sec_pod,podcast,False,7827,stf_0062,17,False,False
cnt_20241006_007,2024-10-06 19:20:00,sec_vid,video,False,1366,stf_0214,11,False,False
cnt_20241006_008,2024-10-06 15:39:00,sec_soc,news,False,1184,stf_0061,18,True,False
cnt_20241006_009,2024-10-06 09:44:00,sec_pol,feature,True,2997,stf_0079,23,True,False
cnt_20241006_010,2024-10-06 10:09:00,sec_short,news,False,722,stf_0372,12,False,False
cnt_20241006_011,2024-10-06 12:50:00,sec_life,news,False,655,stf_0212,21,True,False
cnt_20241006_012,2024-10-06 11:00:00,sec_pod,podcast,False,7806,stf_0076,19,False,False
cnt_20241006_013,2024-10-06 07:56:00,sec_ent,news,False,1118,stf_0359,15,True,False
cnt_20241006_014,2024-10-06 18:45:00,sec_vid,video,False,559,stf_0019,11,False,False
cnt_20241006_015,2024-10-06 14:36:00,sec_pod,podcast,False,3089,stf_0238,16,False,False
cnt_20241006_016,2024-10-06 10:21:00,sec_brand,news,False,1162,stf_0009,12,False,False
cnt_20241006_017,2024-10-06 07:13:00,sec_soc,news,False,746,stf_0044,8,False,False
cnt_20241006_018,2024-10-06 08:38:00,sec_pod,podcast,False,5002,stf_0235,17,False,False
cnt_20241006_019,2024-10-06 12:12:00,sec_pol,news,False,771,stf_0079,13,False,False
cnt_20241006_020,2024-10-06 12:30:00,sec_brand,news,False,647,stf_0329,22,True,False
cnt_20241006_021,2024-10-06 16:08:00,sec_event,news,False,519,stf_0315,19,True,False
cnt_20241006_022,2024-10-06 20:21:00,sec_vid,video,False,891,stf_0311,13,False,False
cnt_20241006_023,2024-10-06 19:05:00,sec_vid,video,False,1160,stf_0243,12,True,False
cnt_20241006_024,2024-10-06 08:15:00,sec_pod,news,False,650,stf_0357,15,False,False
cnt_20241006_025,2024-10-06 07:06:00,sec_pod,podcast,False,8949,stf_0129,12,False,False
cnt_20241006_026,2024-10-06 22:28:00,sec_vid,video,False,1023,stf_0068,16,False,False
cnt_20241006_027,2024-10-06 18:56:00,sec_event,news,False,723,stf_0241,26,False,False
cnt_20241006_028,2024-10-06 10:58:00,sec_pod,feature,False,4070,stf_0076,17,False,False
cnt_20241006_029,2024-10-06 19:35:00,sec_life,news,False,530,stf_0387,17,False,False
cnt_20241006_030,2024-10-06 19:20:00,sec_vid,video,False,876,stf_0022,20,False,False
cnt_20241006_031,2024-10-06 07:50:00,sec_deep,news,True,825,stf_0192,11,False,False
cnt_20241006_032,2024-10-06 12:45:00,sec_brand,feature,True,2991,stf_0127,30,False,False
cnt_20241006_033,2024-10-06 11:49:00,sec_edu,news,False,787,stf_0031,10,True,False
cnt_20241006_034,2024-10-06 15:51:00,sec_sport,feature,False,3241,stf_0414,18,False,False
cnt_20241007_001,2024-10-07 17:32:00,sec_short,news,False,844,stf_0276,16,False,False
cnt_20241007_002,2024-10-07 17:31:00,sec_short,news,False,853,stf_0190,12,False,False
cnt_20241007_003,2024-10-07 15:27:00,sec_ent,feature,False,3302,stf_0415,24,True,False
cnt_20241007_004,2024-10-07 07:51:00,sec_pod,podcast,False,2868,stf_0273,25,False,False
cnt_20241007_005,2024-10-07 20:58:00,sec_vid,video,False,1228,stf_0060,24,True,False
cnt_20241007_006,2024-10-07 18:00:00,sec_edu,feature,True,3058,stf_0206,9,False,False
cnt_20241007_007,2024-10-07 12:57:00,sec_soc,news,False,893,stf_0021,15,False,False
cnt_20241007_008,2024-10-07 19:55:00,sec_vid,video,False,488,stf_0088,9,False,False
cnt_20241007_009,2024-10-07 16:16:00,sec_soc,news,False,631,stf_0367,18,False,False
cnt_20241007_010,2024-10-07 15:22:00,sec_pod,podcast,False,3572,stf_0261,21,True,False
cnt_20241007_011,2024-10-07 11:39:00,sec_env,news,True,572,stf_0096,10,False,False
cnt_20241007_012,2024-10-07 18:50:00,sec_deep,news,True,1441,stf_0304,12,False,False
cnt_20241007_013,2024-10-07 07:51:00,sec_brand,news,False,1024,stf_0252,14,True,False
cnt_20241007_014,2024-10-07 19:50:00,sec_env,news,True,690,stf_0054,13,False,False
cnt_20241007_015,2024-10-07 08:21:00,sec_opin,news,False,841,stf_0124,19,True,False
cnt_20241007_016,2024-10-07 09:26:00,sec_edu,feature,True,4027,stf_0018,13,False,False
cnt_20241007_017,2024-10-07 13:34:00,sec_event,news,False,751,stf_0259,19,False,False
cnt_20241007_018,2024-10-07 12:44:00,sec_pod,podcast,False,5292,stf_0326,12,False,False
cnt_20241007_019,2024-10-07 09:36:00,sec_pod,podcast,False,4886,stf_0363,12,False,False
cnt_20241007_020,2024-10-07 14:52:00,sec_soc,news,False,499,stf_0012,12,False,False
cnt_20241007_021,2024-10-07 11:56:00,sec_pod,podcast,False,5451,stf_0226,16,True,False
cnt_20241007_022,2024-10-07 15:45:00,sec_opin,news,False,623,stf_0418,15,True,False
cnt_20241007_023,2024-10-07 08:32:00,sec_env,news,True,568,stf_0411,18,True,False
cnt_20241007_024,2024-10-07 20:22:00,sec_vid,video,False,722,stf_0186,16,False,False
cnt_20241007_025,2024-10-07 09:09:00,sec_ent,news,False,827,stf_0359,10,False,False
cnt_20241007_026,2024-10-07 10:08:00,sec_brand,news,False,702,stf_0309,12,False,False
cnt_20241007_027,2024-10-07 12:15:00,sec_short,news,False,842,stf_0190,20,False,False
cnt_20241007_028,2024-10-07 16:32:00,sec_fin,news,True,833,stf_0166,20,False,False
cnt_20241007_029,2024-10-07 15:51:00,sec_env,news,True,454,stf_0411,19,False,False
cnt_20241007_030,2024-10-07 07:27:00,sec_life,news,False,402,stf_0185,15,True,False
cnt_20241007_031,2024-10-07 09:20:00,sec_pod,podcast,False,7444,stf_0062,17,False,False
cnt_20241007_032,2024-10-07 16:18:00,sec_env,news,True,508,stf_0057,15,False,False
cnt_20241007_033,2024-10-07 12:14:00,sec_event,news,False,1022,stf_0315,17,False,False
cnt_20241007_034,2024-10-07 19:56:00,sec_pod,podcast,False,5039,stf_0062,13,False,False
cnt_20241007_035,2024-10-07 19:25:00,sec_opin,news,False,739,stf_0020,14,True,False
cnt_20241007_036,2024-10-07 10:28:00,sec_short,news,False,614,stf_0323,19,False,False
cnt_20241007_037,2024-10-07 13:23:00,sec_edu,news,False,883,stf_0018,19,False,False
cnt_20241007_038,2024-10-07 19:41:00,sec_pol,news,False,449,stf_0128,13,False,False
cnt_20241007_039,2024-10-07 21:35:00,sec_vid,video,False,879,stf_0179,8,False,False
cnt_20241007_040,2024-10-07 07:56:00,sec_deep,news,True,686,stf_0183,16,False,False
